Vmag,Plx,e_Plx,B-V,SpType,Amag,TargetClass
7.45,10.64,0.9,0.48,F5IV/V,17.58471,1
5.78,4.0,0.49,1.71,M0/M1III,13.7903,1
6.24,8.08,1.15,0.68,G0III,15.777057,1
10.24,0.12,1.55,0.57,B2.5V,10.635906,0
8.72,3.88,1.27,1.037,K2III,16.664158,1
8.44,2.49,0.99,1.079,K0III,15.420996,1
8.84,4.32,0.97,1.202,K2III,17.017418,1
9.05,30.0,1.25,0.913,K1V,21.435608,0
5.71,28.57,0.74,0.331,F0IV,17.989552,1
8.58,4.09,1.12,0.178,A5IV,16.638617,1
9.22,2.87,1.09,0.993,K0III,16.50941,1
5.94,3.22,0.83,1.548,K5III,13.4792795,1
8.99,4.25,1.45,1.134,K0III,17.131945,1
6.14,4.23,0.8,1.49,K4III,14.271702,1
6.97,9.78,0.91,0.18,A5IV,16.921694,1
6.86,6.48,0.94,1.096,K1IIICNIV,15.917875,1
8.54,2.5,1.15,1.31,K2III,15.5297,1
9.09,6.24,1.95,0.631,G5V,18.065924,0
8.76,22.86,0.87,0.743,G6V,20.555382,0
7.15,14.45,0.76,0.513,F6V,17.949339,0
7.39,3.24,1.03,-0.165,B4V,14.942724,0
8.93,10.74,1.17,0.628,G1V,19.085022,0
6.91,3.11,0.74,1.12,G8II,14.373802,1
7.41,4.28,0.9,0.947,G6III,15.567219,1
6.22,11.13,0.73,0.009,A1V,16.452477,0
7.17,3.49,0.6,1.626,M4III:,14.884128,1
8.4,5.52,1.05,0.398,F4V,17.109695,0
6.97,2.4,0.59,1.341,K2III,13.871056,1
7.0,9.36,0.88,0.534,F7IV,16.856379,1
8.08,13.44,0.89,0.461,F5V,18.721996,0
7.84,0.69,1.08,1.195,G8III,12.0342455,1
6.66,21.62,0.68,0.462,F5IV/V,18.334278,1
8.2,4.1,0.77,0.214,A7IV,16.26392,1
7.42,20.23,1.2,0.64,G5V,18.94998,0
6.63,2.53,0.62,1.697,M1III,13.645603,1
6.89,18.19,0.9,0.502,F7V,18.189163,0
8.51,22.51,1.49,0.73,G8III,20.271877,1
9.42,11.19,1.5,0.831,K0/K1VCN...,19.66415,0
8.17,7.15,1.41,0.563,F8V,17.44153,0
8.93,7.55,1.12,0.618,G1/G2V,18.319736,0
8.08,3.32,1.05,1.251,K2III,15.68569,1
5.13,5.21,0.79,1.601,M3IIIvar,13.714189,1
10.17,2.69,1.46,0.472,F3IV/V,17.318762,1
6.95,12.17,0.82,0.494,F5V,17.376453,0
9.17,0.1,1.27,0.984,F8Iab:,9.17,1
8.85,4.21,1.4,1.01,G8/K0III,16.97141,1
8.77,1.39,1.44,1.534,M1III,14.485075,1
9.49,8.31,1.44,0.476,F6V,19.088005,0
4.79,10.01,0.77,1.572,M2III,14.79217,1
8.69,-0.43,1.1,1.401,K3III,11.857342,1
4.44,6.62,0.82,1.64,M1III,13.544291,1
8.9,2.74,1.19,1.064,K0III,16.088753,1
9.18,13.85,1.37,0.657,G3V,19.887249,0
8.71,0.97,1.17,1.367,K2/K3III,13.643859,1
6.63,7.76,0.78,1.03,G8III/IV,16.07931,1
7.92,3.02,1.4,1.2,K0IV,15.320035,1
8.4,1.29,0.82,0.169,B9V...,13.952949,0
7.13,3.93,0.77,1.17,K2III,15.101963,1
8.49,8.41,0.87,0.528,F6V,18.11398,0
6.82,11.33,0.89,0.257,A7III,17.091148,1
8.01,6.81,2.18,0.445,F3V,17.175735,0
5.77,9.4,0.78,-0.084,B9V,15.635639,0
6.17,4.41,0.87,1.344,K3III,14.392193,1
6.02,12.47,1.28,0.312,F0IV,16.499332,1
8.1,0.76,1.12,1.477,K4III,12.504068,1
8.99,8.05,1.45,0.428,F3V,18.518978,0
9.09,9.36,1.24,0.53,G0V,18.946379,0
8.57,22.9,0.93,0.695,G6V,20.369179,0
8.44,2.02,0.91,1.33,K2II,14.966757,1
9.14,1.88,1.28,1.245,K0III,15.51079,1
6.35,7.92,0.82,-0.002,A1Vn,15.843626,0
8.71,3.54,0.92,1.639,M1III,16.455017,1
8.39,4.95,1.03,0.912,K0III,16.863026,1
8.71,1.26,1.25,1.498,K2/K3III,14.211853,1
9.13,8.77,2.31,0.514,F7/F8V:,18.844997,0
9.4,6.0,1.26,0.478,F3/F5V,18.290756,0
7.5,5.94,1.63,1.032,K0:III,16.36893,1
8.7,5.26,1.11,0.408,F2V,17.304928,0
7.67,7.89,1.03,0.417,F3IV,17.155386,1
9.7,1.95,1.38,0.56,F6V,16.150173,0
9.12,3.79,0.94,0.58,F2III,17.013195,1
7.89,2.13,2.65,1.08,M7/M8IIIe,14.5318985,1
8.53,5.97,1.01,0.245,A8V,17.40987,0
8.79,3.77,1.17,0.904,G6III/IVw,16.671707,1
7.65,5.43,0.88,1.184,K1/K2III,16.324,1
9.08,2.43,0.86,1.391,K2/K3III:,16.008032,1
9.16,2.99,2.47,1.06,G1V,16.538357,0
8.78,2.32,0.88,1.113,K1/K2III,15.607439,1
8.45,3.36,1.15,1.214,K2IIICN...,16.081696,1
8.54,11.65,0.8,0.551,F7V,18.87163,0
8.88,2.24,1.98,0.12,A0V,15.63124,0
7.48,6.68,1.41,0.949,G8IV...,16.603882,1
6.43,5.76,0.67,0.838,G8III...,15.232113,1
6.49,4.63,0.54,0.983,G8/K0III,14.817904,1
8.77,1.77,1.26,1.108,G8/K0III,15.009867,1
9.76,19.25,1.67,0.74,G8V,21.182154,0
8.43,2.19,1.41,0.1,A5IV,15.132221,1
8.07,1.15,0.97,1.599,M0III,13.373488,1
9.22,5.18,1.48,0.537,F7V,17.791649,0
8.24,3.36,0.87,1.289,K2III,15.871696,1
9.01,4.43,1.33,1.015,G8/K0IV,17.24202,1
9.11,0.02,1.35,1.267,K2III,5.61515,1
5.66,7.64,0.83,1.35,K2III,15.075466,1
9.35,13.79,1.38,0.655,G5V,20.047821,0
8.54,1.94,0.91,1.618,M0III,14.979009,1
6.59,56.76,0.53,0.749,G6V,20.360212,0
6.35,5.28,0.96,-0.044,B9Vn,14.963169,0
9.53,9.32,6.16,0.785,G8/K0V,19.377079,0
9.74,8.67,1.46,0.569,G0V,19.430096,0
6.12,10.75,0.98,0.068,A2V,16.277042,0
8.78,12.54,1.22,0.623,G3V,19.271488,0
7.9,13.71,1.21,0.673,G3V,18.585186,0
9.07,9.45,1.22,0.586,G1/G2V,18.947159,0
7.88,2.94,0.85,1.287,K2III,15.221737,1
7.18,5.08,0.61,0.251,F0V,15.709318,0
9.2,5.56,1.31,0.466,F3V,17.925373,0
9.18,5.71,1.22,0.588,F8V,17.96318,0
7.74,5.56,0.73,1.167,K2III,16.465374,1
7.81,4.61,0.9,0.933,G8III,16.128504,1
7.34,1.69,0.93,1.201,K0III,13.479433,1
9.75,4.55,1.49,0.45,F3V,18.040058,0
8.56,5.38,1.18,0.486,F3V,17.213913,0
7.15,7.65,0.85,0.222,A8V,16.568308,0
6.12,7.38,0.92,0.919,G8II-III,15.460281,1
6.98,3.31,1.11,1.6,M5III,14.57914,1
8.9,3.99,1.14,1.403,K3III,16.904865,1
6.67,5.89,0.85,1.077,K0III,15.5205765,1
6.5,5.33,0.85,-0.108,B6III/IV,15.133636,1
9.67,1.73,1.42,0.532,F5V,15.860231,0
6.51,0.95,0.92,1.864,M2III:,11.398619,1
8.03,7.47,1.0,0.435,F5V,17.396603,0
6.78,9.06,0.56,0.451,F3III,16.565641,1
8.88,7.36,1.32,0.453,F3V,18.21439,0
8.53,5.03,1.13,0.261,A9V,17.03784,0
6.84,43.45,1.19,0.655,G2V,20.02995,0
9.23,13.42,1.36,0.557,G1Vw...,19.868763,0
6.95,7.17,0.84,1.06,K0III-IV,16.227596,1
5.74,5.08,0.58,0.898,G8III,14.269319,1
7.65,5.29,0.8,1.122,K1III,16.267279,1
9.01,3.92,1.09,0.932,G8III/IV,16.97643,1
4.61,12.88,1.31,0.059,A2V,15.159578,0
8.44,6.52,1.11,0.44,F3V,17.511238,0
5.86,3.42,0.65,-0.079,B7III,13.53013,1
8.5,7.35,0.88,0.469,F5V,17.831436,0
8.64,2.54,1.02,0.467,F2V,15.664169,0
9.51,0.44,1.47,-0.08,B8/B9V,12.727263,0
7.96,27.32,0.84,0.651,G5IV-V,20.142403,1
8.56,4.15,0.88,0.095,A0V,16.650242,0
8.54,1.63,1.09,0.97,G8/K0III,14.600939,1
9.36,8.38,2.39,0.547,F7V,18.97622,0
8.3,11.28,0.79,0.524,F6V,18.561546,0
9.32,7.11,1.37,0.929,K0/K1IV/V:,18.579348,1
9.26,2.79,1.1,1.07,K0III,16.488022,1
6.46,20.47,0.89,0.386,F3V,18.01559,0
8.25,10.52,0.72,0.589,G0IV,18.360079,1
7.67,8.06,0.76,0.271,A8IV,17.201675,1
6.11,0.57,0.69,-0.151,O9IIInn,9.889375,1
10.4,4.9,1.83,0.708,K3IV,18.850979,1
7.79,12.92,0.73,0.772,K0:Ib,18.346313,1
6.19,9.89,0.98,0.937,K0II,16.165981,1
7.92,6.42,0.66,0.621,F8V,16.957676,0
9.35,-0.6,1.67,1.458,K3V:,13.240757,0
7.21,21.66,0.87,0.477,F6V,18.888294,0
7.71,2.77,0.76,-0.041,B2.5V,14.922399,0
6.91,1.68,0.88,1.585,M4II-III,13.036547,1
9.56,8.35,1.47,0.577,G2/G3V,19.168432,0
8.88,16.24,1.26,0.542,F9V,19.93293,0
6.54,7.14,0.82,0.97,G8II,15.808492,1
8.17,4.72,1.16,0.995,K0III,16.539711,1
6.51,38.24,0.85,0.599,G2V,19.422588,0
8.15,1.54,1.17,1.397,K3III,14.087604,1
8.53,4.07,0.84,0.898,K0III,16.577972,1
9.26,5.4,1.5,1.238,K2/K3III:,17.921968,1
9.76,3.49,1.02,0.483,F0:III/IV,17.474129,1
9.7,8.82,1.54,0.624,F8/G0V,19.427341,0
9.35,2.9,1.28,0.921,G8IV,16.661991,1
9.31,10.55,1.26,0.632,G5V,19.426262,0
8.96,2.22,1.05,1.124,K2III/IV,15.691765,1
8.43,3.65,0.75,0.616,F7IV,16.241465,1
6.69,4.29,1.34,-0.008,B9/B9.5IV,14.852287,1
6.07,7.28,0.89,1.036,K0III,15.380657,1
8.68,6.06,1.2,0.49,F5V,17.592363,0
6.67,4.58,0.95,1.304,K2III,14.974328,1
9.63,4.46,1.42,0.489,F5V,17.876675,0
9.16,5.46,1.02,0.889,G8/K0IV/V,17.845963,1
4.51,23.11,0.68,0.054,A2V,16.329,0
8.09,280.27,1.05,1.56,M1V,25.327883,0
7.27,3.9,0.94,1.129,K2III,15.225323,1
7.08,6.22,0.88,1.186,K3III,16.048952,1
7.46,24.42,0.68,0.537,F8/G0V,19.398727,0
9.43,0.91,1.3,0.94,G6III,14.225207,1
6.97,3.08,0.71,1.52,K7Iab:,14.412753,1
7.47,15.08,0.88,0.468,F6V,18.362007,0
8.47,2.61,1.04,1.364,K3III,15.553203,1
9.33,4.57,1.29,0.51,F5V,17.629581,0
5.88,6.0,0.77,-0.014,A0IV,14.770757,1
9.68,6.87,1.5,0.455,F2IV/V,18.864784,1
7.14,8.99,0.84,0.885,G8IV,16.908798,1
6.47,42.67,0.85,0.674,G0V,19.620613,0
8.36,16.71,0.99,0.591,G0V,19.474882,0
6.1,4.71,0.78,-0.074,B8V,14.465105,0
6.33,8.56,0.68,1.21,K2III,15.992369,1
8.05,1.34,0.85,1.548,K4/K5III,13.685524,1
9.69,3.11,13.51,0.403,F0/F2V,17.153801,0
9.26,4.77,1.17,0.448,F3/F5V,17.652592,0
8.72,6.37,0.9,0.923,K0III,17.740696,1
8.8,4.94,1.29,0.331,A8III,17.268635,1
9.51,11.25,3.76,0.663,G5V,19.765762,0
8.76,8.52,1.23,0.442,F3V,18.412197,0
9.46,9.37,1.23,0.698,G5V,19.318699,0
8.96,0.87,0.99,0.41,B0.5III,13.657597,1
7.83,1.08,0.91,0.592,F0Iab:,12.997119,1
9.16,7.72,1.4,0.448,F3V,18.598087,0
7.8,4.02,0.82,0.363,F0III,15.821131,1
9.9,48.17,1.73,1.318,K7V,23.31388,0
9.27,-0.29,1.18,1.423,K2/K3III,11.58199,1
9.58,12.22,1.01,0.625,G3V,20.015356,0
9.07,2.45,1.49,0.891,G8III,16.015831,1
8.78,4.9,1.73,0.474,F5V,17.23098,0
7.26,3.93,0.76,0.049,B9V,15.231963,0
7.45,2.99,1.06,1.535,M3III,14.828356,1
8.12,18.95,0.99,0.661,G3V,19.508045,0
7.58,4.34,0.88,0.913,G8III,15.767448,1
9.08,4.73,1.34,0.798,G5IV,17.454306,1
7.78,0.8,0.87,1.71,M1III,12.29545,1
7.96,2.95,0.82,0.973,K0IIICN...,15.309111,1
9.71,0.11,1.33,0.27,A5IIIm...,9.916964,1
3.56,11.26,0.73,1.214,K2III,13.817692,1
8.2,2.34,0.82,1.311,K2/K3III,15.04608,1
7.95,11.36,1.08,0.818,G8IV,18.22689,1
8.49,13.16,1.04,0.575,F8V,19.08628,0
7.75,0.06,1.12,1.537,K4III,6.6407566,1
7.44,2.71,0.82,1.654,M1/M2III,14.604847,1
8.75,14.55,0.84,0.594,G1V,19.564316,0
8.99,0.46,1.08,1.082,K1III,12.303789,1
6.35,6.03,0.77,1.179,K1III,15.251587,1
9.14,2.38,1.4,0.495,F3/F5IV/V,16.022884,1
9.68,5.7,1.44,0.497,F6V,18.459373,0
8.29,7.44,1.19,1.096,G8IV,17.647865,1
7.97,16.31,0.82,0.552,G0IV/V,19.032269,1
8.28,2.6,0.94,1.032,G9III,15.354866,1
9.68,8.45,1.91,0.585,G2V,19.314285,0
8.66,4.4,1.01,0.348,F2III,16.877262,1
7.45,6.19,0.92,1.125,K1III,16.408453,1
4.23,116.38,0.64,0.576,F9V,19.559391,0
6.73,4.09,0.93,1.249,K1III/IV,14.788616,1
6.53,3.69,0.73,0.051,A0Vs,14.365131,0
8.13,0.53,0.85,0.154,B0.5IIIn...,11.751379,1
7.68,2.54,2.07,1.024,K0III,14.704168,1
6.85,8.21,0.91,1.028,G8III,16.421715,1
9.83,14.46,1.29,0.837,K1V,20.63084,0
7.56,5.48,1.03,1.14,K1III,16.253902,1
7.87,19.35,0.69,0.552,F6V,19.303406,0
8.98,3.5,1.31,0.98,G8III/IV,16.70034,1
8.5,19.39,1.62,0.714,G6V,19.93789,0
9.09,0.09,1.29,1.451,M4/M5III,8.861213,1
5.89,5.6,0.73,-0.098,B7V,14.6309395,0
8.78,0.42,1.36,1.315,K1III,11.896246,1
8.43,4.55,0.9,1.016,K0III,16.720058,1
9.14,10.8,1.19,0.612,G1V,19.307121,0
8.81,0.16,1.08,0.26,B2III,9.830601,1
7.52,11.82,0.92,0.961,K1IV,17.883087,1
5.38,8.26,0.81,1.343,K3III,14.9649,1
5.5,10.65,0.51,-0.046,B9V,15.636747,0
9.6,1.74,1.37,1.022,G8/K0III:,15.802746,1
8.73,11.33,0.79,0.627,G2V,19.001148,0
8.3,3.27,0.79,1.152,K0IV,15.87274,1
6.8,0.49,0.71,2.02,M2II:,10.25098,1
8.38,0.75,1.06,1.48,G5III,12.755306,1
7.39,3.7,0.93,1.417,K5III,15.231009,1
5.79,5.05,0.87,1.595,K5III,14.306457,1
8.74,5.44,1.15,1.041,G8IV,17.417995,1
10.98,12.88,2.37,1.013,K3V,21.52958,0
6.78,6.42,0.9,0.311,F0IV,15.817675,1
8.67,0.6,1.25,1.066,K0III,12.560757,1
9.58,5.76,0.89,0.546,F7V,18.382113,0
8.17,9.04,1.01,0.523,F7V,17.950842,0
7.14,9.31,0.82,0.506,F6V,16.984749,0
8.38,12.68,1.21,0.536,F7V,18.895596,0
6.57,5.22,1.22,0.056,A0V,15.158352,0
8.41,10.14,0.86,0.819,G8V,18.44019,0
8.01,2.89,1.07,0.912,G8III/IV,15.314489,1
9.31,11.58,1.4,0.667,G3V,19.628544,0
8.99,10.03,1.16,0.647,G2IV/V,18.996504,1
9.34,9.51,1.28,0.526,G0V,19.230904,0
5.16,20.42,0.73,0.442,F5III,16.710278,1
9.5,5.41,2.4,0.646,G2/G3V,18.165985,0
7.14,0.95,0.89,1.575,M0III,12.028618,1
9.15,2.75,1.14,0.363,F0III,16.346664,1
7.23,4.91,1.26,0.01,A1V,15.685408,0
9.14,5.36,2.37,0.508,F7V,17.785824,0
5.96,4.68,0.53,1.397,K3III,14.31123,1
7.26,3.07,0.71,1.249,K2III,14.695692,1
5.18,10.5,0.87,1.006,K0III,15.285946,1
8.1,4.79,1.09,0.747,G5V,16.501678,0
8.56,10.65,1.11,0.532,F7V,18.696747,0
7.36,7.25,0.62,0.006,A0V,16.66169,0
8.64,8.57,1.23,0.476,F5V,18.304905,0
9.71,19.82,2.27,1.036,K3V,21.195518,0
9.09,1.78,1.09,1.223,K2III,15.3421,1
5.61,4.21,0.84,1.58,M5/M6Ib/II,13.731411,1
8.44,7.04,1.3,0.533,F7V,17.677864,0
8.99,8.91,1.34,0.495,F5V,18.739388,0
7.4,13.41,1.5,0.631,G1V,18.037144,0
11.16,54.91,2.19,1.485,M2V:,24.858257,0
8.52,3.71,1.19,1.175,K0III,16.36687,1
9.31,13.63,1.25,0.733,G8IV/V,19.98248,1
8.35,-0.37,1.25,0.14,B0.2IV,11.1910095,1
8.93,16.39,1.48,0.677,G5V,20.002895,0
9.34,6.37,2.22,0.771,G5IV/V,18.360697,1
8.38,5.52,1.07,0.318,A9III,17.089695,1
9.59,8.53,1.43,0.515,F6V,19.244745,0
7.82,3.14,0.81,1.179,K2III,15.304648,1
8.78,10.08,1.22,0.447,F2V,18.797302,0
9.25,5.73,2.27,0.385,F2IV/V,18.040773,1
8.42,7.13,1.06,0.425,F2V,17.685448,0
8.88,6.88,1.18,0.455,F5V,18.067944,0
8.88,6.17,1.24,0.605,F8V,17.831425,0
8.05,3.38,0.89,0.431,F3II,15.694584,1
7.84,2.8,0.71,1.452,K5III,15.07579,1
7.57,2.59,1.1,1.322,K2III,14.636499,1
6.68,11.29,0.78,1.102,K2III,16.94347,1
8.3,44.57,7.12,0.888,K1V,21.545212,0
11.21,20.26,2.65,1.47,M1Vvar,22.743198,0
6.25,5.98,0.95,1.225,K3III,15.133506,1
9.4,6.47,1.17,0.666,G2V,18.454521,0
9.1,8.39,1.01,0.471,F5V,18.718811,0
7.3,7.4,0.75,0.035,A0V,16.64616,0
8.59,22.53,0.91,0.769,G8V,20.353806,0
9.99,3.69,1.45,0.532,F3/F5V,17.82513,0
9.52,9.93,1.78,0.727,G6V,19.504745,0
8.59,1.54,1.23,1.222,K2III,14.527604,1
9.81,1.44,1.0,0.422,F0V,15.601812,0
8.2,2.34,1.23,1.499,K4III,15.04608,1
6.75,13.13,0.73,0.371,F2IV,17.341324,1
9.37,8.54,1.23,0.496,F5V,19.02729,0
8.34,5.97,1.0,0.973,K0IIICN...,17.219872,1
9.22,2.55,1.5,0.993,G8IV,16.2527,1
6.39,49.05,0.91,0.659,G3V,19.843195,0
7.03,2.26,0.77,1.588,M0III,13.800543,1
8.17,2.24,1.25,0.06,B0IV,14.92124,1
9.42,3.87,0.93,0.459,F0/F2IV/V,17.358555,1
10.38,6.07,1.75,0.3,A8/A9V,19.295944,0
6.69,3.88,0.82,1.556,M4III:,14.634159,1
9.61,3.62,1.58,0.563,F7V,17.403542,0
9.48,7.02,1.42,0.578,F6/F7V,18.711685,0
6.43,3.23,0.86,1.595,M0III,13.976012,1
7.88,21.66,1.22,0.579,F8/G0V,19.558292,0
8.03,4.12,1.07,0.97,G8/K0III,16.104485,1
8.75,1.62,1.07,0.756,G8IV,14.797575,1
7.63,3.56,0.93,1.463,K4III,15.38725,1
6.55,5.13,0.83,-0.06,B9IV,15.100587,1
8.35,6.55,1.18,0.478,F3V,17.431206,0
8.74,44.97,1.15,1.075,K3/K4V,22.004614,0
7.99,5.68,1.9,0.475,F5V,16.761742,0
7.82,2.0,0.87,1.376,K7V,14.3251505,0
6.81,4.23,0.91,1.56,M2III,14.941702,1
8.2,0.86,0.95,1.659,K5Iab:,12.872492,1
7.11,5.1,0.96,0.993,K0III,15.647852,1
9.99,3.91,1.48,0.515,F6/F7V,17.950884,0
8.11,4.94,0.91,0.144,A2/A3V,16.578636,0
7.61,3.86,0.82,1.001,K0III,15.542936,1
9.19,3.89,1.24,0.453,F3V,17.139748,0
8.47,5.7,1.22,1.176,K2III,17.249374,1
8.08,1.63,0.9,1.438,K5III,14.140938,1
9.15,3.18,0.94,1.438,K2/K3III,16.662136,1
7.59,10.02,1.06,0.85,G8IV,17.59434,1
9.71,-0.04,1.5,0.442,F8IIIvar,7.7202997,1
7.61,3.08,0.92,0.975,G9III,15.052753,1
7.7,1.75,0.93,1.636,M2III,13.91519,1
9.85,2.67,1.59,0.513,F6V,16.982557,0
9.02,5.98,1.06,0.555,F7V,17.903507,0
8.72,19.26,1.23,0.73,G6V,20.143282,0
9.32,7.11,1.38,0.41,F2V,18.579348,0
7.42,15.9,0.97,0.51,F6V,18.426985,0
8.3,0.1,0.89,-0.111,B8II,8.3,1
9.15,5.29,1.23,0.402,F3V,17.767277,0
9.06,11.76,1.09,0.586,G2V,19.412037,0
9.27,3.72,0.94,1.336,K2III,17.122715,1
9.99,5.58,1.46,0.701,G5V,18.723171,0
7.59,9.46,0.78,0.407,F2V,17.469456,0
9.49,1.08,1.52,0.209,A3III,14.657119,1
7.83,4.04,1.06,1.001,G8/K0III,15.861907,1
8.3,14.6,0.75,0.619,G0V,19.121765,0
10.35,-0.37,7.28,0.546,F5/F6V,13.1910095,0
5.58,2.38,0.69,-0.11,B5IV,12.462885,1
8.12,6.35,1.02,0.136,A1V,17.13387,0
8.38,1.29,0.94,1.316,K2/K3III,13.932949,1
9.0,11.13,1.13,0.656,G2/G3IV/V,19.232475,1
9.56,20.81,1.49,0.904,K2V,21.15136,0
8.12,4.8,0.97,0.93,K1III...,16.526207,1
7.92,55.53,1.08,0.94,K2V,21.64264,0
8.81,14.84,0.83,0.708,G3IV,19.667171,1
6.08,6.03,0.79,1.216,K1III,14.981586,1
9.26,4.79,1.42,0.604,G0V,17.661678,0
9.32,7.66,1.38,0.546,F7V,18.741142,0
9.13,8.85,1.37,0.606,G0V,18.864716,0
9.63,7.15,1.06,0.594,F7V,18.901531,0
7.27,36.15,0.8,0.681,G8IV+...,20.060541,1
6.81,28.91,0.73,0.596,G3IV,19.11524,1
8.33,5.08,1.06,0.448,F3IV/V,16.859318,1
9.43,7.79,1.32,0.293,F0IV,18.887688,1
5.38,4.27,0.54,0.008,B9III,13.53214,1
8.46,7.55,1.08,0.438,F3V,17.849735,0
6.9,2.96,0.99,1.426,K3III,14.256458,1
8.08,5.31,0.94,0.43,F3V,16.705473,0
8.11,2.3,1.19,0.89,G5/G6III,14.918638,1
8.82,6.44,1.24,0.374,F0V,17.86443,0
7.63,10.47,0.85,0.843,G8V,17.729733,0
8.14,8.12,0.82,0.433,F3V,17.68778,0
7.57,20.45,1.08,0.616,G2V,19.123466,0
8.68,12.98,1.1,0.564,G0V,19.246372,0
5.72,6.17,0.71,-0.056,B9IV,14.671425,1
8.6,6.59,0.85,0.548,F6V,17.694427,0
8.79,9.83,1.18,0.611,G1V,18.752768,0
9.33,1.95,1.05,1.545,K5IV/V,15.780173,1
9.77,8.41,1.6,0.73,G3/G5V,19.39398,0
8.83,2.57,1.16,1.044,G8/K0III,15.879665,1
6.91,8.37,0.73,0.95,G8IV:,16.523628,1
7.06,4.91,1.09,1.427,K3III,15.515408,1
10.42,1.86,2.08,0.509,F3/F5V,16.767565,0
5.77,5.5,1.03,0.855,G5III,14.471813,1
8.77,2.98,0.86,1.08,G8III,16.141083,1
8.98,0.66,1.35,1.311,K2III,13.077719,1
8.85,10.52,1.12,0.52,F7V,18.96008,0
7.55,2.03,0.66,1.227,K2III,14.087481,1
8.89,8.17,1.2,0.647,G3V,18.45111,0
8.22,4.65,0.98,1.016,K0III-IV,16.557266,1
7.7,9.52,1.07,0.559,F5V,17.593185,0
7.93,1.96,0.81,0.95,G8III,14.391281,1
7.58,5.31,0.82,1.037,K0III,16.205473,1
2.82,133.78,0.51,0.618,G2IV,18.451956,1
9.46,7.59,1.45,0.5,F5V,18.86121,0
7.64,5.93,0.95,0.056,A0/A1V,16.505272,0
6.88,6.89,0.91,1.293,K2III,16.071095,1
6.91,1.07,0.56,-0.023,B1V,12.056919,0
9.35,3.19,1.39,0.36,F0V,16.868954,0
7.52,4.12,1.01,0.99,G8III,15.594486,1
8.9,10.19,1.29,0.675,G5V,18.94087,0
9.48,-3.01,1.61,1.311,K2III:,16.872833,1
9.47,5.75,1.23,0.491,F5V,18.268341,0
7.64,1.46,0.97,1.533,M0III,13.461764,1
8.97,0.77,1.06,1.241,K2III,13.402454,1
8.74,10.58,1.17,0.524,F6/F7Vw...,18.862427,0
10.48,6.16,3.88,0.506,F5/F6IV/V,19.427902,1
9.68,9.53,1.39,0.502,F6V,19.575464,0
8.64,1.5,1.04,1.606,K5III,14.520456,1
9.25,7.58,1.17,0.3,A3II/IIIp..,18.648346,1
6.71,4.45,0.91,0.879,G5III,14.9518,1
3.93,42.51,0.69,0.175,A7V,17.072454,0
7.11,8.54,0.77,0.997,K0III/IV,16.76729,1
9.39,6.77,1.23,0.9,K0IV/V,18.542942,1
7.57,5.83,1.0,1.28,K2/K3III,16.398344,1
2.4,42.14,0.78,1.083,K0III...,15.523472,1
7.8,0.91,0.91,0.635,F5IIvar,12.595207,1
6.24,4.3,0.91,1.622,M1III,14.407342,1
7.6,3.08,1.0,0.976,K0IV,15.042753,1
9.6,-1.65,1.66,0.197,B1IV,15.68742,1
9.08,8.85,1.12,0.526,F7V,18.814716,0
8.27,3.84,1.11,1.087,K0III,16.191658,1
10.08,4.62,1.68,0.407,F2V,18.40321,0
8.58,11.7,1.19,0.463,F3V,18.920929,0
6.16,6.71,1.23,0.893,G8III,15.2936125,1
6.58,3.84,0.75,0.021,B9V,14.501657,0
6.98,4.97,0.6,1.378,K4III,15.461781,1
8.75,14.9,1.07,0.576,G2/G3V,19.615932,0
8.1,11.96,0.72,0.501,F6V,18.488655,0
8.89,1.51,1.04,1.001,K0III,14.784885,1
9.11,7.33,1.09,0.461,F5V,18.43552,0
8.03,9.53,1.19,0.515,K0:III:+...,17.925465,1
8.45,4.11,1.1,0.415,F2/F3IV/V,16.519209,1
9.09,2.91,0.94,0.9,G3III:,16.409466,1
8.93,4.76,1.15,0.31,A9V,17.318035,0
8.91,-0.39,0.92,1.576,K4/K5V:,11.865322,0
9.52,10.27,1.08,0.735,C6II,19.577852,1
10.22,4.3,1.52,0.05,A1V,18.387342,0
8.49,0.97,1.12,1.427,K5III,13.423859,1
9.33,6.77,1.38,0.48,F3/F5V,18.482943,0
6.66,12.51,0.84,0.487,F7IV,17.146286,1
9.5,18.1,1.47,0.931,K1V,20.788393,0
9.37,10.41,1.37,0.587,F7/F8V,19.457253,0
7.35,2.03,0.84,1.689,M1III:,13.88748,1
7.57,3.09,0.82,1.302,K5III,15.019793,1
8.49,4.76,1.24,1.132,K1IV,16.878035,1
7.49,4.88,0.92,1.19,K3III,15.932098,1
8.66,3.7,1.41,1.052,K0/K1IIIp..,16.501009,1
8.68,9.94,1.28,0.528,F6V,18.666931,0
5.99,4.86,0.97,1.022,K0III,14.423181,1
10.14,5.49,1.72,0.52,F5V,18.837862,0
9.05,2.36,1.09,0.342,F2III,15.91456,1
9.08,1.28,1.27,1.453,M3III,14.61605,1
9.52,3.67,1.45,0.44,F3V,17.34333,0
8.01,1.4,0.93,1.551,M2/M3III,13.740641,1
7.18,4.53,0.98,0.894,G4III,15.460491,1
9.33,2.59,1.08,1.068,K1III/IV,16.3965,1
7.01,6.83,0.98,0.967,G8/K0III,16.182104,1
8.21,1.61,1.24,1.059,K1III...,14.244129,1
9.39,7.34,1.28,0.53,F6V,18.718481,0
